tf,sensor_log2_selectivity,tf_mrna_log10_ratio
RAD21,-0.16995,0.33699
HOXA3,-0.16996,-0.49974
OSR2,-0.1701,0.51205
MAFB,-0.17012,0.64383
NR2F2,-0.17014,-0.04126
PKNOX1,-0.17015,-0.01682
REL,-0.17029,0.12775
EGR1,-0.17032,0.22639
TCF7,-0.17033,0.17771
HOMEZ,-0.17035,0.41613
ZKSCAN8,-0.17044,0.3751
HESX1,-0.17044,0.17438
ZBTB33,-0.17044,0.15431
PAX6,-0.17046,0.87769
SREBF1,-0.17048,-0.15578
MYBL1,-0.17058,0.21759
CDX2,-0.17069,2.15473
THAP1,-0.17075,0.30516
CENPB,-0.17076,-0.10852
STAT1,-0.17077,-0.01743
MYB,-0.17082,-0.11523
NR3C1,-0.17083,-0.11267
FOSL1,-0.17088,0.12968
RFX5,-0.17089,0.24121
SRF,-0.17089,-0.18877
CEBPA,-0.17109,1.86054
CYB5R1,-0.1712,-0.02612
MEIS1,-0.17127,-0.46847
VDR,-0.17134,0.18204
SREBF1,-0.17135,-0.15578
HOXB3,-0.17136,-0.40051
JUNB,-0.17138,0.12824
ZNF143,-0.17146,-0.08045
TFAP2A,-0.17147,-0.00481
KLF3,-0.1715,0.08462
HINFP,-0.1715,0.09309
REL,-0.17154,0.12775
KLF8,-0.17154,1.24055
GATA4,-0.17158,-1.3276
CEBPZ,-0.17158,0.03188
SIX5,-0.1716,-0.04506
CTCF,-0.17165,0.1109
NFYA,-0.17168,-0.02481
NFE2L2,-0.17173,0.01426
ALX1,-0.17175,0.03003
ID4,-0.17183,-0.49292
TFAP2A,-0.17186,-0.00481
PAX6,-0.17187,0.87769
E2F1,-0.1719,-0.14567
NFE2,-0.17191,0.59563
LHX6,-0.17192,1.97772
CUX1,-0.17194,-0.02564
HMBOX1,-0.17203,0.39571
RARG,-0.17209,-0.50335
HOXB7,-0.17212,0.26541
HSF4,-0.17217,1.04243
NR3C1,-0.17226,-0.11267
TCF12,-0.17228,-0.03309
CEBPB,-0.17233,0.1585
ESRRA,-0.17236,0.36686
ZBTB4,-0.17238,-0.18334
ZEB1,-0.17242,-0.14882
TFCP2,-0.17246,-0.18064
NFKB1,-0.1725,-0.02496
NKX3-1,-0.17251,-0.17361
RUNX2,-0.17252,-0.44748
ESRRA,-0.17252,0.36686
TFAP2C,-0.17257,0.6037
SOX2,-0.17263,1.37658
PITX1,-0.17264,2.66087
EGR2,-0.17274,1.68485
RORA,-0.17276,1.26779
TBX2,-0.17281,0.74219
ZNF3,-0.17282,0.04979
ATF3,-0.17284,0.74563
FOSB,-0.17289,0.22429
SREBF2,-0.1729,0.00057
NR4A2,-0.173,0.11007
TFAP2A,-0.17306,-0.00481
RFX3,-0.17314,0.21238
SOX7,-0.17321,0.94009
SOX8,-0.17332,0.98528
NFIC,-0.17339,-0.21458
TFAP4,-0.17352,0.30334
PAX3,-0.17362,1.45939
ZBTB4,-0.17364,-0.18334
RFX2,-0.17366,0.09243
TGIF1,-0.17367,0.24022
ARNT,-0.1737,0.03492
HES1,-0.17375,0.29018
GATA6,-0.1738,-0.4102
ZBTB4,-0.17383,-0.18334
MAFK,-0.17386,-0.18717
ATF6,-0.17398,-0.21495
RXRA,-0.17402,0.30198
GATA6,-0.17402,-0.4102
FOSL1,-0.17406,0.12968
NFATC1,-0.17413,1.17367
MYBL1,-0.17413,0.21759
PDX1,-0.17416,1.13033
MSI1,-0.17423,1.7598
AHR,-0.17437,-0.31593
OTX1,-0.17441,0.61502
LSM6,-0.17449,0.16293
RARG,-0.17468,-0.50335
MLXIPL,-0.17471,1.28556
HNF4G,-0.17472,0.89252
MLX,-0.17483,0.04225
HEY2,-0.17491,1.09575
TBX20,-0.17493,1.45484
ZNF524,-0.17501,-0.36672
NKX2-8,-0.17503,1.30963
GMEB1,-0.17507,-0.0629
NKX2-8,-0.17513,1.30963
RFX2,-0.17522,0.09243
FOXM1,-0.17523,-0.09234
JUN,-0.17528,0.26082
SOX8,-0.1754,0.98528
SP1,-0.1754,0.23865
HIF1A,-0.17541,-0.1013
ERG,-0.17548,1.54862
ESRP2,-0.17549,1.66449
CEBPG,-0.17554,0.22789
MZF1,-0.17556,0.10253
FOXK1,-0.17564,0.61424
MSX2,-0.17572,1.37658
NRL,-0.17575,0.13212
NR4A2,-0.17577,0.11007
NR4A2,-0.17586,0.11007
USF1,-0.17586,-0.13268
GATA2,-0.17602,-0.05162
EN2,-0.17603,1.5098
GATA4,-0.17604,-1.3276
REL,-0.17605,0.12775
ZIC2,-0.17609,2.51825
RARA,-0.1761,-0.25519
TFAP2A,-0.17616,-0.00481
OTX1,-0.17616,0.61502
STAT1,-0.17617,-0.01743
ISL2,-0.17617,1.25248
YWHAZ,-0.17618,0.2477
CCDC6,-0.17632,0.18592
RXRA,-0.17632,0.30198
ETS1,-0.17633,0.2381
NKX3-1,-0.17635,-0.17361
HOXA1,-0.17636,0.09858
LUZP1,-0.17644,-0.12716
TFAP2C,-0.17648,0.6037
TEAD1,-0.17651,0.23157
TBX20,-0.17658,1.45484
NKX2-5,-0.17663,1.55041
ATF3,-0.17668,0.74563
RBM8A,-0.17668,-0.00956
AHR,-0.17668,-0.31593
TWIST1,-0.17673,-0.19509
MITF,-0.17691,0.30426
MEIS1,-0.17694,-0.46847
POU2F2,-0.17695,-0.79029
TFAP2A,-0.17697,-0.00481
ATF3,-0.17699,0.74563
RXRB,-0.17705,0.14875
HOXB7,-0.17709,0.26541
GMEB2,-0.17711,0.07687
GATA2,-0.17716,-0.05162
SETDB1,-0.17724,0.0425
RAD21,-0.17728,0.33699
BHLHA15,-0.17729,1.12494
FOXF2,-0.17742,0.41095
PAX2,-0.17747,1.0569
SREBF1,-0.17752,-0.15578
ETV6,-0.17752,-0.12382
SND1,-0.17754,-0.30727
MSX1,-0.17755,0.83405
EN1,-0.17758,1.50651
ATF7,-0.17767,0.14396
EPAS1,-0.17787,-0.67374
PROX1,-0.17793,1.25768
BHLHA15,-0.17797,1.12494
INSM1,-0.17806,1.22789
ESRRA,-0.17809,0.36686
HIC2,-0.17811,0.48876
NKX2-8,-0.17815,1.30963
HIVEP1,-0.17816,0.17371
EOMES,-0.17828,1.4624
AR,-0.17831,0.74347
RARA,-0.17844,-0.25519
SOX17,-0.17846,-2.18298
RFX2,-0.17852,0.09243
LHX6,-0.17859,1.97772
POU2F2,-0.17863,-0.79029
PBX3,-0.17869,0.40978
DLX2,-0.17881,0.70947
HOXA7,-0.17886,-1.08007
EBF3,-0.17888,1.02359
RFX5,-0.17894,0.24121
NR3C2,-0.17894,0.66608
MLX,-0.17897,0.04225
EGR1,-0.17899,0.22639
ALX4,-0.17904,1.37058
SOX8,-0.17908,0.98528
THRA,-0.1791,-0.23344
TFAP2C,-0.17911,0.6037
HIVEP1,-0.17919,0.17371
GMEB2,-0.17921,0.07687
ETV6,-0.17924,-0.12382
NFKB1,-0.17928,-0.02496
HIC2,-0.17938,0.48876
POU3F3,-0.17939,1.52977
FOXP3,-0.17941,0.80403
NR3C1,-0.17945,-0.11267
GFI1,-0.17945,0.95373
PAX2,-0.17947,1.0569
PLAG1,-0.17947,0.41363
KLF3,-0.17958,0.08462
TCF7,-0.17963,0.17771
FOXJ3,-0.17966,0.24609
ESRRA,-0.17972,0.36686
HERPUD1,-0.17972,0.11175
STAT3,-0.17974,-0.16234
TFCP2,-0.17974,-0.18064
YY2,-0.17977,-0.33904
SOX2,-0.17979,1.37658
BDP1,-0.17982,0.41219
ETS1,-0.17992,0.2381
ZSCAN16,-0.17994,0.07149
SOX8,-0.17995,0.98528
HOXD3,-0.18,-0.7231
CTCF,-0.18001,0.1109
RARG,-0.18016,-0.50335
DDIT3,-0.18018,0.31605
SMC3,-0.18021,0.09897
CUX2,-0.18031,1.0607
TFCP2,-0.18031,-0.18064
CLOCK,-0.18034,0.06464
HOXC6,-0.18042,-0.04045
TFAP2C,-0.18051,0.6037
FOS,-0.18051,0.11477
TCF12,-0.18059,-0.03309
KLF4,-0.18061,1.14393
MEIS2,-0.18063,-0.06534
ETV3,-0.18064,0.22639
CHD2,-0.18066,0.16413
NFIX,-0.18072,-0.37506
BARHL2,-0.18081,1.83251
FOSB,-0.18083,0.22429
FOXA3,-0.18086,1.07463
CREB1,-0.1809,-0.1189
CUX1,-0.1809,-0.02564
TFEB,-0.18095,-0.41856
REL,-0.18112,0.12775
EIF5A2,-0.18114,-0.32772
IRF1,-0.18117,0.07358
TEAD3,-0.1812,-0.10294
NR3C1,-0.1812,-0.11267
ETS1,-0.18121,0.2381
TFCP2,-0.18122,-0.18064
BHLHE40,-0.18128,0.12349
TFAP2C,-0.18134,0.6037
NKX2-5,-0.18139,1.55041
FOXA3,-0.18139,1.07463
HSF1,-0.18145,0.46176
HNF4G,-0.18147,0.89252
PAX6,-0.18147,0.87769
TCF3,-0.18151,-0.11833
NFE2L2,-0.18167,0.01426
ESRRA,-0.18169,0.36686
PBX3,-0.18191,0.40978
RXRA,-0.18215,0.30198
ESRRA,-0.18221,0.36686
ID4,-0.18222,-0.49292
NR3C1,-0.18231,-0.11267
HAND1,-0.18239,0.94118
CDC5L,-0.18242,-0.00818
CTCF,-0.18244,0.1109
REL,-0.18246,0.12775
JUNB,-0.18248,0.12824
MLXIPL,-0.18248,1.28556
HSF4,-0.18253,1.04243
HMGA1,-0.18254,0.06617
DMBX1,-0.18261,1.4014
ELK3,-0.18273,-0.31483
ZNF524,-0.18275,-0.36672
MEF2C,-0.18281,0.40985
YY1,-0.18286,0.14859
SOX2,-0.18288,1.37658
JDP2,-0.183,0.49816
MEIS3,-0.18302,0.68303
NFYB,-0.18303,-0.01498
LHX6,-0.18315,1.97772
TFE3,-0.1832,-0.02572
RPL6,-0.18321,0.06944
REL,-0.18346,0.12775
NFE2,-0.1835,0.59563
TFAP2C,-0.18353,0.6037
ESRRA,-0.18363,0.36686
RARA,-0.18363,-0.25519
HOXC11,-0.18364,0.58072
HOXD8,-0.18365,-0.50292
NFYA,-0.18369,-0.02481
ALX4,-0.1837,1.37058
SOX8,-0.18378,0.98528
ZBTB3,-0.18382,0.39844
TBP,-0.18384,0.01746
RFX5,-0.18387,0.24121
TWIST1,-0.18387,-0.19509
RARA,-0.18397,-0.25519
NFIA,-0.18404,0.15147
TCEAL2,-0.18417,1.83506
CLOCK,-0.18419,0.06464
OLIG2,-0.18433,0.79877
TGIF1,-0.18435,0.24022
RXRA,-0.18436,0.30198
ATF2,-0.18439,0.19734
NFIL3,-0.1844,0.04188
SOX2,-0.18448,1.37658
LHX6,-0.18452,1.97772
MSX1,-0.18458,0.83405
ETS1,-0.1846,0.2381
MYBL2,-0.18461,-0.19707
NFIL3,-0.18468,0.04188
DLX5,-0.18468,1.14301
HNF4G,-0.18471,0.89252
NR2F1,-0.18477,-0.40683
LMO2,-0.18487,0.51266
ZNF3,-0.18489,0.04979
HIF1A,-0.18497,-0.1013
ETV4,-0.18505,0.15297
TFE3,-0.18515,-0.02572
ESRRB,-0.18517,1.09807
TFCP2,-0.18518,-0.18064
TFAP4,-0.1852,0.30334
E2F1,-0.18536,-0.14567
BHLHA15,-0.1854,1.12494
FOXO4,-0.18545,0.05375
NR3C1,-0.18547,-0.11267
REL,-0.18564,0.12775
LHX2,-0.18573,1.74567
TGIF1,-0.18577,0.24022
ZEB1,-0.18581,-0.14882
FOXO3,-0.18581,-0.09404
GTPBP6,-0.18584,-0.21134
HINFP,-0.18585,0.09309
ETV3,-0.18587,0.22639
SOX8,-0.1859,0.98528
HEY2,-0.18595,1.09575
IRF3,-0.18607,-0.1629
AR,-0.1861,0.74347
CDX2,-0.18613,2.15473
TCF3,-0.18615,-0.11833
EN2,-0.18622,1.5098
RFX5,-0.18632,0.24121
ATF3,-0.18633,0.74563
RAD21,-0.18633,0.33699
ELK1,-0.18653,-0.14318
HNRNPH3,-0.18654,0.04128
TCF12,-0.1866,-0.03309
ZBTB6,-0.1866,0.06759
SREBF1,-0.18664,-0.15578
RREB1,-0.18679,0.27761
MEOX1,-0.18679,0.5983
RFX3,-0.18682,0.21238
FOXO4,-0.18687,0.05375
RXRA,-0.18687,0.30198
PAX6,-0.18688,0.87769
PDX1,-0.18694,1.13033
YY2,-0.18699,-0.33904
STAT5B,-0.18702,-0.28536
FOXP2,-0.18703,0.88336
ZBED1,-0.18708,-0.20248
HERPUD1,-0.1871,0.11175
SMAD2,-0.18718,-0.33837
BARHL2,-0.18719,1.83251
FLI1,-0.18724,-2.13898
SOX9,-0.18728,0.21723
MESP1,-0.18738,0.43381
POU6F1,-0.1874,-0.06658
ZBTB7B,-0.1874,-0.1944
MYBL2,-0.18748,-0.19707
HIF1A,-0.18749,-0.1013
HES1,-0.18756,0.29018
RFX2,-0.1876,0.09243
PAX2,-0.18761,1.0569
HNF4G,-0.18761,0.89252
TCF3,-0.18768,-0.11833
IRF5,-0.18775,0.56234
ARNT,-0.1879,0.03492
VAX1,-0.18793,1.0607
MAFK,-0.18794,-0.18717
TCF21,-0.18797,-0.07196
JDP2,-0.18799,0.49816
HIF1A,-0.18799,-0.1013
NR2C2,-0.188,0.21475
TFAP2A,-0.188,-0.00481
ID4,-0.18805,-0.49292
NKX3-2,-0.18814,1.28354
PPARA,-0.18814,0.48827
REL,-0.18816,0.12775
ALX4,-0.18826,1.37058
REST,-0.18831,0.20711
LEF1,-0.18837,0.99309
MEIS3,-0.18839,0.68303
CEBPG,-0.18842,0.22789
CUX1,-0.18845,-0.02564
NFKB1,-0.18848,-0.02496
RFX5,-0.1885,0.24121
ESRRG,-0.18857,1.19866
BCL6,-0.18858,-0.46691
FOXG1,-0.1887,1.5762
BCL6,-0.18873,-0.46691
MYC,-0.18876,0.22497
RARG,-0.18877,-0.50335
XBP1,-0.18883,0.09852
BCL6,-0.18885,-0.46691
ETS1,-0.18889,0.2381
BARX1,-0.18891,1.13672
OLIG2,-0.18893,0.79877
MYBL2,-0.18895,-0.19707
CEBPA,-0.18895,1.86054
MAFK,-0.189,-0.18717
HESX1,-0.18903,0.17438
HOXA1,-0.18912,0.09858
RXRB,-0.18915,0.14875
SOX8,-0.18921,0.98528
HOXD3,-0.18921,-0.7231
HOXA7,-0.18926,-1.08007
TEAD4,-0.18931,0.33182
ZNF143,-0.18931,-0.08045
MESP1,-0.18936,0.43381
XRCC1,-0.18936,-0.04663
ZBTB7A,-0.18936,-0.03833
MSX1,-0.18941,0.83405
HOXA13,-0.18949,1.58967
FOXJ2,-0.1895,-0.10174
NKX2-4,-0.18955,1.3483
TBX1,-0.18968,1.76691
PKNOX1,-0.18971,-0.01682
EMX2,-0.18972,1.14301
SIX5,-0.18978,-0.04506
DBP,-0.18979,-0.07406
USF2,-0.1898,-0.17263
HOXB3,-0.18982,-0.40051
RXRB,-0.18994,0.14875
ETS1,-0.19001,0.2381
GFI1,-0.19007,0.95373
NR2C1,-0.19015,0.14754
MYBL2,-0.19021,-0.19707
RXRA,-0.19022,0.30198
EN1,-0.19029,1.50651
SMAD3,-0.19031,-0.38086
BHLHE41,-0.19036,-0.53218
SP2,-0.19046,-0.07606
EP300,-0.19049,0.07356
TBX1,-0.19059,1.76691
EOMES,-0.19061,1.4624
NR2C2,-0.19062,0.21475
NFIA,-0.19063,0.15147
ZBTB7A,-0.19065,-0.03833
CTCF,-0.19068,0.1109
EP300,-0.1908,0.07356
MLX,-0.1908,0.04225
ETV2,-0.19084,-0.21244
ZBTB3,-0.19092,0.39844
RUNX3,-0.19093,1.32536
TFAP2A,-0.191,-0.00481
FOXA1,-0.19114,0.59218
TFAP2C,-0.1912,0.6037
PAX2,-0.19121,1.0569
HOXA13,-0.19123,1.58967
CTCF,-0.19127,0.1109
FLI1,-0.19135,-2.13898
SREBF2,-0.19137,0.00057
MAFF,-0.19147,0.15237
NFE2L2,-0.19153,0.01426
HOXA13,-0.19155,1.58967
GRHL1,-0.19165,0.60779
MEIS3,-0.19166,0.68303
ETS1,-0.19173,0.2381
SNAI2,-0.1918,-0.12542
ZSCAN16,-0.19181,0.07149
THRB,-0.19181,0.86606
SMAD3,-0.19185,-0.38086
YY1,-0.19191,0.14859
EGR1,-0.19195,0.22639
HOXA13,-0.19214,1.58967
NR5A1,-0.19224,-1.93768
SOX15,-0.19225,-0.29176
CREB1,-0.1923,-0.1189
E2F1,-0.19231,-0.14567
UBE2V1,-0.19235,-0.08291
HOXB13,-0.19236,1.17107
IRF8,-0.19237,0.31482
HOMEZ,-0.1924,0.41613
FOSL1,-0.19242,0.12968
EGR1,-0.1925,0.22639
FOXD1,-0.19251,0.21153
POU5F1,-0.19255,-0.17881
VDR,-0.19262,0.18204
INSM1,-0.19263,1.22789
FOXO3,-0.19264,-0.09404
RXRB,-0.19273,0.14875
HEY2,-0.19274,1.09575
RARG,-0.19278,-0.50335
ZNF3,-0.19279,0.04979
TCF4,-0.19281,-0.83621
E2F4,-0.19292,0.14148
ETS1,-0.19294,0.2381
NFIC,-0.19298,-0.21458
SOX1,-0.193,1.77815
EZH2,-0.19301,0.24374
PBX3,-0.19302,0.40978
FOXB1,-0.19304,1.39094
PBX3,-0.19304,0.40978
NR2C1,-0.19304,0.14754
IRF9,-0.19316,0.07959
NR2F1,-0.19324,-0.40683
PITX2,-0.19332,1.94874
NR2F2,-0.19333,-0.04126
ZBTB4,-0.19335,-0.18334
PAX3,-0.19335,1.45939
AHR,-0.19339,-0.31593
JUND,-0.1934,-0.03685
TFAP2A,-0.19349,-0.00481
AHR,-0.1935,-0.31593
FOS,-0.19353,0.11477
EGR1,-0.19358,0.22639
PAX6,-0.19361,0.87769
SOX4,-0.19364,-0.13172
ETV6,-0.19372,-0.12382
ATF3,-0.19376,0.74563
AR,-0.19384,0.74347
DDIT3,-0.19393,0.31605
HSF1,-0.19398,0.46176
NRF1,-0.194,-0.06707
RARA,-0.19407,-0.25519
NFAT5,-0.19417,0.64401
AFP,-0.19417,-0.7863
MNT,-0.19418,0.05603
SOX8,-0.19431,0.98528
TEAD1,-0.19434,0.23157
FOXP1,-0.1944,-0.47893
BBX,-0.19442,0.12503
CEBPD,-0.19442,0.31811
AR,-0.19451,0.74347
SOX2,-0.19455,1.37658
TGIF2,-0.19469,0.13496
STAU2,-0.19471,0.26301
MAX,-0.19475,0.13856
VAX1,-0.19476,1.0607
ID4,-0.19479,-0.49292
SND1,-0.19482,-0.30727
HOXD13,-0.19482,1.61407
ARNT,-0.19489,0.03492
GATA3,-0.19494,0.63765
NKX2-8,-0.195,1.30963
ERG,-0.195,1.54862
RARG,-0.19511,-0.50335
TCF3,-0.19521,-0.11833
RUNX3,-0.19524,1.32536
NR2F1,-0.1953,-0.40683
XRCC1,-0.19534,-0.04663
MAFB,-0.19536,0.64383
HSF4,-0.19541,1.04243
RBPJ,-0.19542,0.06557
NFIC,-0.19547,-0.21458
EP300,-0.19552,0.07356
NR5A1,-0.19552,-1.93768
ELF4,-0.1956,-0.23961
SOX8,-0.19562,0.98528
ERG,-0.19562,1.54862
TCF3,-0.1957,-0.11833
SMAD3,-0.19578,-0.38086
TGIF2,-0.19579,0.13496
VDR,-0.19582,0.18204
NFE2L1,-0.19589,-0.03223
PITX1,-0.1959,2.66087
SMAD2,-0.1959,-0.33837
TCF12,-0.19591,-0.03309
PURG,-0.19593,0.64052
FOXO6,-0.19595,1.52196
RFC3,-0.19619,-0.12198
TFAP2A,-0.1963,-0.00481
RFX5,-0.19633,0.24121
ELK3,-0.19641,-0.31483
NR3C2,-0.19643,0.66608
HBP1,-0.19644,-0.38822
OLIG2,-0.19652,0.79877
RARG,-0.19655,-0.50335
NFIC,-0.19659,-0.21458
SOX9,-0.19659,0.21723
RXRA,-0.19674,0.30198
TFAP2C,-0.19691,0.6037
SND1,-0.19704,-0.30727
SP3,-0.19705,0.05187
EGR1,-0.19707,0.22639
LHX2,-0.19707,1.74567
SMAD4,-0.19719,0.01087
HIF1A,-0.19728,-0.1013
RFX5,-0.19737,0.24121
SRF,-0.19745,-0.18877
RFX5,-0.19747,0.24121
NFYA,-0.19747,-0.02481
TCF12,-0.19748,-0.03309
SOX15,-0.19748,-0.29176
GBX2,-0.19754,1.92073
NFE2L1,-0.19755,-0.03223
TBX2,-0.19755,0.74219
NR3C1,-0.19756,-0.11267
ELK1,-0.19758,-0.14318
YY1,-0.19758,0.14859
SIX1,-0.19764,0.9836
HLX,-0.19764,-0.25098
NRL,-0.19766,0.13212
STAT3,-0.19766,-0.16234
PAX3,-0.19768,1.45939
SOX8,-0.1977,0.98528
CENPB,-0.19779,-0.10852
HIC1,-0.19784,-0.93177
HEY2,-0.19785,1.09575
PBX3,-0.19787,0.40978
EN2,-0.19798,1.5098
CUX1,-0.19799,-0.02564
MESP1,-0.19805,0.43381
POU2F2,-0.19821,-0.79029
MYBL2,-0.19822,-0.19707
ETV1,-0.19838,0.0445
NFE2,-0.1985,0.59563
EN1,-0.19857,1.50651
GMEB2,-0.1986,0.07687
TBP,-0.19868,0.01746
NFIL3,-0.19868,0.04188
ID4,-0.1987,-0.49292
NR3C1,-0.19874,-0.11267
EBF3,-0.19886,1.02359
TFEB,-0.19899,-0.41856
NFIA,-0.19903,0.15147
NFIA,-0.19903,0.15147
LARP1,-0.19909,0.39547
EN1,-0.19912,1.50651
EN2,-0.19913,1.5098
SOX9,-0.19914,0.21723
PBX3,-0.19924,0.40978
TFAP4,-0.19931,0.30334
NR4A2,-0.19934,0.11007
MEOX1,-0.1994,0.5983
PLAGL1,-0.1994,0.61926
ZEB1,-0.19942,-0.14882
TFAP2C,-0.19944,0.6037
POLE3,-0.19946,-0.11669
NKX3-2,-0.19954,1.28354
EN2,-0.19967,1.5098
MORN1,-0.19975,0.37255
GFI1,-0.19975,0.95373
MNT,-0.19982,0.05603
SOX18,-0.19985,1.26007
OTX1,-0.19986,0.61502
GMEB2,-0.19989,0.07687
SIN3A,-0.19994,0.04933
VDR,-0.19995,0.18204
RARG,-0.20002,-0.50335
SOX8,-0.20006,0.98528
PPARG,-0.20007,-0.0062
HAND1,-0.20012,0.94118
PKNOX1,-0.20014,-0.01682
SOX1,-0.20014,1.77815
FOXK1,-0.20015,0.61424
RORA,-0.20024,1.26779
RXRB,-0.20029,0.14875
HOXD9,-0.20031,-0.24896
ELK1,-0.20041,-0.14318
SOX9,-0.20046,0.21723
RFX3,-0.20051,0.21238
ETV6,-0.20051,-0.12382
CUX1,-0.20067,-0.02564
NFATC3,-0.20072,0.26356
TFAP2C,-0.20073,0.6037
RORA,-0.20075,1.26779
TCF3,-0.2008,-0.11833
MAF,-0.20081,1.50435
E2F3,-0.20085,0.35972
MAFF,-0.20087,0.15237
YY1,-0.20089,0.14859
TFAP2C,-0.201,0.6037
SMC3,-0.20101,0.09897
TGIF1,-0.20102,0.24022
SRF,-0.20104,-0.18877
EGR2,-0.20105,1.68485
CEBPB,-0.20118,0.1585
NR3C1,-0.20122,-0.11267
RAD21,-0.20136,0.33699
TCF4,-0.20144,-0.83621
ZNF766,-0.20146,0.13876
JUN,-0.2015,0.26082
SOX9,-0.20159,0.21723
HSF1,-0.20163,0.46176
TP73,-0.20166,1.60948
MGA,-0.20173,0.06935
SP2,-0.20185,-0.07606
TFAP2A,-0.20191,-0.00481
PICK1,-0.20194,0.23349
SP2,-0.20195,-0.07606
RBPJ,-0.20195,0.06557
TFAP4,-0.202,0.30334
EWSR1,-0.20203,0.02003
NELFB,-0.20205,0.0155
FOXD1,-0.20207,0.21153
IRF1,-0.2021,0.07358
NR4A2,-0.20219,0.11007
TP73,-0.20219,1.60948
SP4,-0.20228,0.31458
OLIG2,-0.20238,0.79877
CEBPB,-0.20247,0.1585
NR2C2,-0.20248,0.21475
BARX1,-0.20249,1.13672
BARHL2,-0.20257,1.83251
CTCF,-0.20264,0.1109
GRHL1,-0.20266,0.60779
SMAD4,-0.20267,0.01087
REST,-0.20277,0.20711
FOXD2,-0.20291,0.92604
TWIST1,-0.20301,-0.19509
RFX2,-0.20302,0.09243
TCF12,-0.20309,-0.03309
TCF3,-0.20309,-0.11833
RXRA,-0.2031,0.30198
RBPJ,-0.20321,0.06557
EP300,-0.20331,0.07356
MAFK,-0.20332,-0.18717
NFKB2,-0.20335,0.51364
JUN,-0.20335,0.26082
CCNT2,-0.20342,0.28587
RUNX2,-0.20345,-0.44748
NR4A2,-0.20351,0.11007
RUNX2,-0.20352,-0.44748
NFIC,-0.20356,-0.21458
SOX2,-0.20356,1.37658
SOX18,-0.2036,1.26007
ZEB1,-0.20361,-0.14882
GLI2,-0.20365,0.00519
ETV3,-0.20365,0.22639
SOX2,-0.20376,1.37658
NFATC2,-0.20386,0.12494
RARB,-0.20397,-0.80509
NR5A1,-0.20398,-1.93768
THRB,-0.20398,0.86606
NFIC,-0.20404,-0.21458
CEBPG,-0.20408,0.22789
REL,-0.20411,0.12775
ESRRB,-0.20413,1.09807
EMX1,-0.20421,1.22011
EN1,-0.20422,1.50651
TCF4,-0.20431,-0.83621
FLI1,-0.20431,-2.13898
THRA,-0.20435,-0.23344
DLX2,-0.20437,0.70947
HOXC9,-0.20438,-0.05244
LHX4,-0.20439,0.54007
GLI3,-0.20443,-0.16955
TFAP4,-0.20447,0.30334
ZBTB4,-0.20451,-0.18334
HSF1,-0.20453,0.46176
NKX3-1,-0.20454,-0.17361
CYCS,-0.20454,0.10917
TP53,-0.20456,-0.06103
FOXA1,-0.20459,0.59218
RFX5,-0.20461,0.24121
DBP,-0.20465,-0.07406
GTF2H3,-0.20466,0.18182
MYBL2,-0.20474,-0.19707
TFCP2,-0.20483,-0.18064
TFAP2A,-0.20493,-0.00481
MAF,-0.20495,1.50435
E2F1,-0.20495,-0.14567
CREM,-0.20498,-0.0345
E2F1,-0.20511,-0.14567
PPARA,-0.20512,0.48827
HOXA2,-0.20514,-0.49643
BHLHE40,-0.20523,0.12349
USF2,-0.20523,-0.17263
FOXA1,-0.20526,0.59218
RUNX2,-0.20533,-0.44748
GATA3,-0.20536,0.63765
NFATC1,-0.20539,1.17367
FOXC1,-0.20551,0.69824
FOXO6,-0.20555,1.52196
HAND1,-0.20557,0.94118
NFE2L2,-0.20558,0.01426
PAX9,-0.2056,1.51678
NFATC2,-0.20561,0.12494
HOXA2,-0.20567,-0.49643
YY1,-0.20582,0.14859
CREB3L2,-0.20593,0.15749
LHX4,-0.20597,0.54007
CBX7,-0.206,0.27095
THRA,-0.20604,-0.23344
RFX3,-0.20608,0.21238
NR2C2,-0.2062,0.21475
LBX2,-0.20627,1.06169
IRF1,-0.20628,0.07358
ZFP3,-0.20629,0.80123
CTCF,-0.2063,0.1109
ZNF524,-0.2063,-0.36672
REL,-0.20636,0.12775
BACH2,-0.2064,1.29373
ZBTB3,-0.20642,0.39844
RARG,-0.20643,-0.50335
LHX2,-0.20644,1.74567
STAT1,-0.20645,-0.01743
THRA,-0.20651,-0.23344
EOMES,-0.20651,1.4624
EN2,-0.20652,1.5098
E2F8,-0.20655,0.20928
JUN,-0.20657,0.26082
ALX1,-0.20661,0.03003
ESRRA,-0.20666,0.36686
MGA,-0.20668,0.06935
REL,-0.20669,0.12775
CREB1,-0.20675,-0.1189
TCF4,-0.20684,-0.83621
E2F1,-0.20691,-0.14567
PAX6,-0.20695,0.87769
NFIX,-0.20703,-0.37506
CLOCK,-0.20716,0.06464
RFX5,-0.20728,0.24121
GLI2,-0.20729,0.00519
CTCF,-0.20732,0.1109
IRF5,-0.20733,0.56234
MAFK,-0.20733,-0.18717
CENPB,-0.20743,-0.10852
ETV5,-0.2075,0.00428
LMX1B,-0.20765,1.549
FOXO6,-0.20772,1.52196
EMX1,-0.20779,1.22011
CLOCK,-0.20779,0.06464
RFX5,-0.20781,0.24121
DMC1,-0.20791,0.83476
NRF1,-0.20796,-0.06707
SOX9,-0.20798,0.21723
TFAP2A,-0.208,-0.00481
